pdf,es,line,context,amount,unit
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,38  %)  90  mL,"∼ 38  %)  90  mL 1,000  mL",90,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL","38  %)  90  mL 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,:  40.00)  40  g,"(sodium  hydroxide,  NaOH, :  40.00)  40  g 1  L",40,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,1  L,:  40.00)  40  g 1  L .,1,L
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,:  126.04)  1.6  g,"(sodium  sulfite,  Na2SO3, :  126.04)  1.6  g 1,000  mL",1.6,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL",":  126.04)  1.6  g 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,0.25  g,":  270.32) 0.25  g 1,000  mL",0.25,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL","0.25  g 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,:  110.98)  27.5  g 정제수,"(calcium  chloride,  CaCl2, :  110.98)  27.5  g 정제수 1,000  mL",27.5,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL",":  110.98)  27.5  g 정제수 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"21.75  g,",":  174.18) 21.75  g, (potassium  dihydrogen  phosphate,  KH2PO4,",21.75,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"136.09)  8.5  g,",": 136.09)  8.5  g, ․",8.5,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,":  358.14)  44.6  g,","2O, :  358.14)  44.6  g, (ammonium  chloride,",44.6,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,:  53.49)  1.7  g,"NH4Cl, :  53.49)  1.7  g 1,000  mL",1.7,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL",":  53.49)  1.7  g 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,:  116.19)  40  g,"ATU  (allylthiourea,  C4H8N2S, :  116.19)  40  g 1  L",40,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,1  L,:  116.19)  40  g 1  L .,1,L
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,246.51)  22.5  g,": 246.51)  22.5  g 1,000  mL",22.5,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL","246.51)  22.5  g 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,1  mL,(BOD ) 1  mL .,1,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL",".  pH  7.2 1,000  mL )Ⅲ","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,0.2  mg/L,. 0.2  mg/L .,0.2,mg
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,5  mL,. 5  mL ∼,5,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"10  mL,","∼ 10  mL, 10  mL",10,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,10  mL,"10  mL, 10  mL ∼",10,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,50  mL,∼ 50  mL 24,50,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL","36∼ 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,200  g,. 200  g 2  L,200,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,2  L,200  g 2  L 25,2,L
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,20  mL/L,-  4  - 20  mL/L ∼,20,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,30  mL/L,"∼ 30  mL/L 1,000  mL",30,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,"1,000  mL","30  mL/L 1,000  mL .","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,:  147.13)  150  mg,"(glutamic  acid,  C5H9NO4, :  147.13)  150  mg 1  L",150,mg
ES 04305.1c 생물화학적 산소요구량.pdf,ES 04305,1  L,:  147.13)  150  mg 1  L .,1,L
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,150  mg/L),( 150  mg/L) 20  mL,150,mg
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,20  mL,150  mg/L) 20  mL .,20,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,1  L,. 1  L (RSD),1,L
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,100  mL,7.1.2 100  mL .,100,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,0.1  g,. 0.1  g (,0.1,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,1  g,pH  1). 1  g (0.025  N),1,g
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,300  mL  BOD,2 300  mL  BOD BOD,300,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,300  mL  BOD,2 300  mL  BOD 7.2.3,300,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,150  mg,7.2.7.2 150  mg 정제수,150,mg
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,"1,000  mL","정제수 1,000  mL 5  mL","1,000",mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,5  mL,"1,000  mL 5  mL ～",5,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,10  mL,～ 10  mL 3,10,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,300  mL  BOD,3 300  mL  BOD BOD,300,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,1  L,7.2.8.1 TCMP 1  L TCMP  10  mg(300  mL  BOD,1,L
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,TCMP  10  mg(300  mL  BOD,1  L TCMP  10  mg(300  mL  BOD 3  mg,10,mg
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,TCMP  10  mg(300  mL  BOD,1  L TCMP  10  mg(300  mL  BOD 3  mg,300,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,3  mg,TCMP  10  mg(300  mL  BOD 3  mg ),3,mg
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,1  mL,2/3 1  mL 1  L,1,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,1  L,1  mL 1  L .(300  mL  BOD,1,L
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,.(300  mL  BOD,1  L .(300  mL  BOD 0.3  mL,300,mL
ES 04305.1c 생물화학적 산소요구량.pdf,ES  04001,0.3  mL,.(300  mL  BOD 0.3  mL ),0.3,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"이 시험기준은 지표수, 지하수, 하·폐수 등에 적용할 수 있으며, 정량한계는 0.1 mg/L","1.2 적용범위 이 시험기준은 지표수, 지하수, 하·폐수 등에 적용할 수 있으며, 정량한계는 0.1 mg/L 이다.",0.1,mg
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,[주 1] 산소 포화농도의 2배까지 용해(20.0 mg/L)되어 있는 농도범위까지 측정 가능하,"이다. [주 1] 산소 포화농도의 2배까지 용해(20.0 mg/L)되어 있는 농도범위까지 측정 가능하 며, 간섭 물질이 존재하지 않는 모든 종류의 물에 적용 할 수 있다.",20.0,mg
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,300 mL BOD 병을 사용하는 것을 원칙으로 하나 부득이한 경우 60 mL 이상의 BOD,3.1 BOD 병 300 mL BOD 병을 사용하는 것을 원칙으로 하나 부득이한 경우 60 mL 이상의 BOD 병을 사용할 수 있다.,300,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,300 mL BOD 병을 사용하는 것을 원칙으로 하나 부득이한 경우 60 mL 이상의 BOD,3.1 BOD 병 300 mL BOD 병을 사용하는 것을 원칙으로 하나 부득이한 경우 60 mL 이상의 BOD 병을 사용할 수 있다.,60,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"수산화소듐 500 g과 요오드화소듐 (sodium iodide, NaI, 분자량: 149.90) 135 g, 아자이","4.1.5 알칼리성 요오드화포타슘 아자이드화소듐용액 수산화소듐 500 g과 요오드화소듐 (sodium iodide, NaI, 분자량: 149.90) 135 g, 아자이 드화소듐 (sodium azide, NaN3, 분자량 : 65.01) 10 g을 정제수 약 800 mL에 녹이고 1",135,g
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"용해성 전분 (starch) 2 g, 살리실산 (salicylic acid, C7H6O3, 분자량: 138.12) 0.2 g을","4.1.6 전분용액 용해성 전분 (starch) 2 g, 살리실산 (salicylic acid, C7H6O3, 분자량: 138.12) 0.2 g을 정제수 10 mL에 녹여 혼화하고, 이를 90 ℃ 이상의 정제수 100 mL중에 넣고 1분간",2,g
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,[주 5] 수산화소듐용액 대신 수산화소듐 0.4 g 사용하여 동일한 방법으로 조제할 수,다음 이를 1 L로 한다. 표준 요오드산수소포타슘 용액으로 표정하여 사용한다. [주 5] 수산화소듐용액 대신 수산화소듐 0.4 g 사용하여 동일한 방법으로 조제할 수 있다.,0.4,g
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"정제수 100 mL ∼ 150 mL에 요오드화포타슘 (potassium iodide, KI, 분자량 : 166.01)","4.1.9.1 표정 정제수 100 mL ∼ 150 mL에 요오드화포타슘 (potassium iodide, KI, 분자량 : 166.01) 약 2 g을 녹인다. 황산용액(3 M) 1 mL(또는 황산 원액 몇 방울), 표준 요오드산수소",100,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"약 2 g을 녹인다. 황산용액(3 M) 1 mL(또는 황산 원액 몇 방울), 표준 요오드산수소","정제수 100 mL ∼ 150 mL에 요오드화포타슘 (potassium iodide, KI, 분자량 : 166.01) 약 2 g을 녹인다. 황산용액(3 M) 1 mL(또는 황산 원액 몇 방울), 표준 요오드산수소 포타슘용액(0.0021 M) 20 mL를 정제수에 넣은 후 정제수로 200 mL까지 채운다. 유리",1,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,[주 6] 티오황산소듐(0.025 M) 20 mL = 요오드산수소포타슘(0.0021 M) 20 mL,은 황색으로 되었을 때 전분용액 3 mL를 넣어 생긴 청색이 탈색될 때로 한다. [주 6] 티오황산소듐(0.025 M) 20 mL = 요오드산수소포타슘(0.0021 M) 20 mL 4.1.10 황산구리-설파민산용액,20,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,[주 6] 티오황산소듐(0.025 M) 20 mL = 요오드산수소포타슘(0.0021 M) 20 mL,은 황색으로 되었을 때 전분용액 3 mL를 넣어 생긴 청색이 탈색될 때로 한다. [주 6] 티오황산소듐(0.025 M) 20 mL = 요오드산수소포타슘(0.0021 M) 20 mL 4.1.10 황산구리-설파민산용액,20,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,223.06) 480 g 을 정제수에 녹이고 1 L로 한다. 황산망간 용액은 산성화된 요오드화포,"tetrahydrate, MnSO4․4H2O, 분자량: 223.06) 480 g 을 정제수에 녹이고 1 L로 한다. 황산망간 용액은 산성화된 요오드화포 타슘용액을 주입하면 녹말과 반응하여 발색하지 않는다.",480,g
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"MnSO4․2H2O, 분자량: 187.04) 400 g, 또는 황산망간․1수화물 (manganese(II)","dihydrate, MnSO4․2H2O, 분자량: 187.04) 400 g, 또는 황산망간․1수화물 (manganese(II) -  4  -",400,g
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,정제수 약 500 mL에 황산 168 mL를 천천히 가한 후 정제수를 첨가하여 식힌 뒤 1 L,4.1.13 황산용액(3 M) 정제수 약 500 mL에 황산 168 mL를 천천히 가한 후 정제수를 첨가하여 식힌 뒤 1 L 로 한다.,1,L
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,시료를 마개가 있는 1 L 유리병(마개는 접촉부분이 45°로 절단되어 있는 것)에 기울여,7.1.1 시료가 착색 또는 현탁된 경우 시료를 마개가 있는 1 L 유리병(마개는 접촉부분이 45°로 절단되어 있는 것)에 기울여 서 기포가 생기지 않도록 조심하면서 가득 채운다. 포타슘명반용액 10 mL와 암모니아,1,L
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"용액 1 mL ～ 2 mL를 유리병의 위로부터 넣고, 공기(피펫의 공기)가 들어가지 않도","서 기포가 생기지 않도록 조심하면서 가득 채운다. 포타슘명반용액 10 mL와 암모니아 용액 1 mL ～ 2 mL를 유리병의 위로부터 넣고, 공기(피펫의 공기)가 들어가지 않도 록 주의하면서 마개를 닫는다. 마개를 닫은 유리병을 조용히 상하를 바꾸어 가면서 1",1,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,상층액을 고무관 또는 폴리에틸렌관을 이용하여 사이펀작용으로 300 mL BOD병에 가,분간 흔들어 섞고 10분간 정치하여 현탁물을 침강시킨다. 상층액을 고무관 또는 폴리에틸렌관을 이용하여 사이펀작용으로 300 mL BOD병에 가 득 채운다. 이때 아래로부터 침강된 응집물이 들어가지 않도록 주의한다.,300,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,시료를 마개가 있는 1 L 유리병(마개는 접촉 부분이 45°로 절단되어 있는 것)에 기울,7.1.2 미생물 플럭 (floc)이 형성된 경우 시료를 마개가 있는 1 L 유리병(마개는 접촉 부분이 45°로 절단되어 있는 것)에 기울 여서 기포가 생기지 않도록 조심하면서 가득 채운다. 황산구리-설파민산용액 10 mL를,1,L
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,용으로 300 mL BOD 병에 가득 채운다. 이때 아래로부터 침강된 응집물이 들어가지,탁물을 침강시킨다. 깨끗한 상층액을 고무관 또는 폴리에틸렌관을 이용하여 사이펀작 용으로 300 mL BOD 병에 가득 채운다. 이때 아래로부터 침강된 응집물이 들어가지 않도록 주의한다.,300,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"Fe(Ⅲ) 100 mg/L ～ 200 mg/L가 함유되어 있는 시료의 경우, 7.2.3의 황산을 첨가하","7.1.4 산화성 물질을 함유한 경우 (Fe(Ⅲ)) Fe(Ⅲ) 100 mg/L ～ 200 mg/L가 함유되어 있는 시료의 경우, 7.2.3의 황산을 첨가하 기 전에 플루오린화포타슘용액 1 mL를 가한다.",100,mg
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,"Fe(Ⅲ) 100 mg/L ～ 200 mg/L가 함유되어 있는 시료의 경우, 7.2.3의 황산을 첨가하","7.1.4 산화성 물질을 함유한 경우 (Fe(Ⅲ)) Fe(Ⅲ) 100 mg/L ～ 200 mg/L가 함유되어 있는 시료의 경우, 7.2.3의 황산을 첨가하 기 전에 플루오린화포타슘용액 1 mL를 가한다.",200,mg
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,7.2.1 시료를 가득 채운 300 mL BOD 병에 황산망간용액 1 mL와 알칼리성 요오드화,7.2 분석방법 7.2.1 시료를 가득 채운 300 mL BOD 병에 황산망간용액 1 mL와 알칼리성 요오드화 포타슘-아자이드화소듐용액 1 mL를 넣고 기포가 남지 않게 조심하여 마개를 닫고 병,300,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,7.2.3 시료를 정치하여 100 mL 이상의 맑은 층이 생기면 마개를 열고 황산 2 mL를,혼화하면 갈색 침전물이 생긴다. 7.2.3 시료를 정치하여 100 mL 이상의 맑은 층이 생기면 마개를 열고 황산 2 mL를 병목으로 부터 넣는다.,100,mL
ES 04308.1f 용존산소 - 적정법.pdf,ES 04308,0.1 mg/L,정량한계 0.1 mg/L 표 2. 수중의 용존산소 포화량,0.1,mg
ES 04308.2d 용존산소 - 전극법.pdf,ES 04308,"이 시험기준은 지표수, 하·폐수 등에 적용할 수 있으며, 정량한계는 0.5 mg/L이다.","1.2 적용범위 이 시험기준은 지표수, 하·폐수 등에 적용할 수 있으며, 정량한계는 0.5 mg/L이다. [주 1] 특히 산화성 물질이 함유된 시료나 착색된 시료와 같이 용존산소-적정법을 적",0.5,mg
ES 04308.2d 용존산소 - 전극법.pdf,ES 04308,300 mL BOD 병으로서 병의 입구가 용존산소 프로브 (probe)와 정확히 일치하는 것,3.3 BOD 병 300 mL BOD 병으로서 병의 입구가 용존산소 프로브 (probe)와 정확히 일치하는 것 을 사용한다.,300,mL
ES 04308.2d 용존산소 - 전극법.pdf,ES 04308,"한다. 300 mL BOD 병에 채취한 시료는 조심하여 마개를 제거하고, 기포가 들어가지","안정적인 측정 결과를 얻기 위해서는 제조사에서 보증하는 방법을 통해 측정하여야 한다. 300 mL BOD 병에 채취한 시료는 조심하여 마개를 제거하고, 기포가 들어가지 않도록 전극을 담가 일정한 속도로 교반하면서 측정 결과가 안정되면 그 결과 값을",300,mL
ES 04308.2d 용존산소 - 전극법.pdf,ES 04308,0.5 mg/L,정량한계 0.5 mg/L 정확도,0.5,mg
ES 04308.3a 용존산소 - 광학식 센서방법.pdf,ES 04308,"이 시험기준은 지표수, 하‧폐수 등에 적용할 수 있으며, 정량한계는 0.5 mg/L이다.","1.2 적용범위 이 시험기준은 지표수, 하‧폐수 등에 적용할 수 있으며, 정량한계는 0.5 mg/L이다. [주 1] 색도나 탁도가 높은 물, 철 및 요오드 등 간섭물질이 있어 용존산소-적정법에",0.5,mg
ES 04308.3a 용존산소 - 광학식 센서방법.pdf,ES 04308,구성되어 있으며 0.01 mg/L 이상의 분해능을 가져야 한다.,"광학식 센서를 이용한 용존산소측정기는 광원, 발광체 (luminophore), 형광수광부로 구성되어 있으며 0.01 mg/L 이상의 분해능을 가져야 한다. 3.2 자석 교반기",0.01,mg
ES 04308.3a 용존산소 - 광학식 센서방법.pdf,ES 04308,300 mL BOD 병으로서 용존산소 프로브 (probe)와 정확히 일치하는 것을 사용한다.,3.3 BOD 병 300 mL BOD 병으로서 용존산소 프로브 (probe)와 정확히 일치하는 것을 사용한다. -  2  -,300,mL
ES 04308.3a 용존산소 - 광학식 센서방법.pdf,ES 04308,"한다. 300 mL BOD 병에 채취한 시료는 조심하여 마개를 제거하고, 기포가 들어가지","안정적인 측정 결과를 얻기 위해서는 제조사에서 보증하는 방법을 통해 측정하여야 한다. 300 mL BOD 병에 채취한 시료는 조심하여 마개를 제거하고, 기포가 들어가지 않도록 프로브를 담가 일정한 속도로 교반하면서 측정 결과가 안정되면 그 결과 값을",300,mL
ES 04308.3a 용존산소 - 광학식 센서방법.pdf,ES 04308,0.5 mg/L,정량한계 0.5 mg/L 정확도,0.5,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,"이 시험기준은 지표수, 지하수, 하·폐수 등에 적용할 수 있으며, 정량한계는 0.05 mg/L","1.2 적용범위 이 시험기준은 지표수, 지하수, 하·폐수 등에 적용할 수 있으며, 정량한계는 0.05 mg/L 이다.",0.05,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,"1.3.3 2 mg/L 이상의 크롬산은 종말점에서 간섭으로 작용하는데, 이때 염화바륨을 가","시료의 측정에서 발생할 수 있다. 이 경우, EDTA를 사용하여 제거할 수 있다. 1.3.3 2 mg/L 이상의 크롬산은 종말점에서 간섭으로 작용하는데, 이때 염화바륨을 가 하여 침전시켜 제거한다.",2,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,"인산이수소포타슘 (potassium dihydrogen phosphate, KH2PO4, 분자량: 136.09) 27.22 g","4.1.4 인산이수소포타슘용액(0.2 M) 인산이수소포타슘 (potassium dihydrogen phosphate, KH2PO4, 분자량: 136.09) 27.22 g 을 정제수에 녹여 1 L로 한다.",27.22,g
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,4.1.6 총 잔류염소 표준비색원액(50 mg/L),2024 4.1.6 총 잔류염소 표준비색원액(50 mg/L) 105 ℃ ～ 110 ℃에서 3시간 ～ 4시간 건조하여 데시케이터 중에서 식힌 표준시약 에,50,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,4.1.7 총 잔류염소 표준비색용액(5.0 mg/L),0.329 g을 정제수에 녹여 1 L로 하여 표준원액으로 한다. 4.1.7 총 잔류염소 표준비색용액(5.0 mg/L) 표준원액(50 mg/L) 10 mL를 정제수에 녹여 100 mL로 한다.,5.0,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,표준원액(50 mg/L) 10 mL를 정제수에 녹여 100 mL로 한다.,4.1.7 총 잔류염소 표준비색용액(5.0 mg/L) 표준원액(50 mg/L) 10 mL를 정제수에 녹여 100 mL로 한다. 4.1.8 총 잔류염소 표준비색표,50,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,잔류염소 표준비색용액과 정제수를 부록의 표 3에 따라서 50 mL 마개 있는 비색관에,4.1.8 총 잔류염소 표준비색표 잔류염소 표준비색용액과 정제수를 부록의 표 3에 따라서 50 mL 마개 있는 비색관에 취하고 잘 섞어 만든다.,50,mL
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,유리 잔류염소 표준용액 10 mL를 취하여 정제수 60 mL가 담겨진 250 mL 삼각플라스,"4.2.1.1 표정 유리 잔류염소 표준용액 10 mL를 취하여 정제수 60 mL가 담겨진 250 mL 삼각플라스 크에 넣는다. 염산용액(1 + 3) 5 mL, 요오드화포타슘 3 g을 넣고 밀봉하여 흔들어 섞은",250,mL
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,"크에 넣는다. 염산용액(1 + 3) 5 mL, 요오드화포타슘 3 g을 넣고 밀봉하여 흔들어 섞은","유리 잔류염소 표준용액 10 mL를 취하여 정제수 60 mL가 담겨진 250 mL 삼각플라스 크에 넣는다. 염산용액(1 + 3) 5 mL, 요오드화포타슘 3 g을 넣고 밀봉하여 흔들어 섞은 다음 어두운 곳에 약 5분간 방치한다. 티오황산소듐용액(0.1 M)으로 적정하여 시료가",5,mL
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,[주 1] 티오황산소듐(0.1 M) 1 mL = 유리염소 3.55 mg,M)으로 푸른색이 없어질 때까지 적정한다. [주 1] 티오황산소듐(0.1 M) 1 mL = 유리염소 3.55 mg 5.0 시료채취 및 관리,1,mL
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,[주 1] 티오황산소듐(0.1 M) 1 mL = 유리염소 3.55 mg,M)으로 푸른색이 없어질 때까지 적정한다. [주 1] 티오황산소듐(0.1 M) 1 mL = 유리염소 3.55 mg 5.0 시료채취 및 관리,3.55,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04001,[주 3] 표준물질(1 mg/L)을 4개 이상 첨가한 후 이를 분석절차에 따라 측정하여 평균,과 같이 측정한다. [주 3] 표준물질(1 mg/L)을 4개 이상 첨가한 후 이를 분석절차에 따라 측정하여 평균 값과 상대표준편차 (RSD)를 구하여 산출한다.,1,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,7.1.1 50 mL의 마개 있는 비색관에 인산염완충용액 2.5 mL를 취하고 DPD시약 0.5 g,2024 7.1.1 50 mL의 마개 있는 비색관에 인산염완충용액 2.5 mL를 취하고 DPD시약 0.5 g 을 넣는다.,0.5,g
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,7.1.2 시료(잔류염소 농도가 2 mg/L 이하인 것)를 7.1.1의 용액에 넣고 전량 50 mL로,을 넣는다. 7.1.2 시료(잔류염소 농도가 2 mg/L 이하인 것)를 7.1.1의 용액에 넣고 전량 50 mL로 하여 섞은 다음 즉시 표 2의 잔류염소 표준비색표와 옆면에서 비교하여 유리 잔류염,2,mg
ES 04309.1d 잔류염소 - 비색법.pdf,ES 04309,0.05 mg/L,정확도 0.05 mg/L 30 % 이내,0.05,mg
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,아이오딘수소포타슘을 103 ℃에서 2시간 건조하여 데시케이터에서 방랭한 후 3.249 g,4.1.3 아이오딘수소포타슘용액(0.1 N) 아이오딘수소포타슘을 103 ℃에서 2시간 건조하여 데시케이터에서 방랭한 후 3.249 g 을 달아 정제수에 녹여 1 L로 한다.,3.249,g
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,g 을 녹이고 1 L 로 한다. 갈색 병에 넣어 냉장고에 보관하고 색이 옅어지면 폐기한다.,"새로 끓이고 식힌 정제수에 요오드화포타슘 (potassium iodide, KI, 분자량 : 166.00) 50 g 을 녹이고 1 L 로 한다. 갈색 병에 넣어 냉장고에 보관하고 색이 옅어지면 폐기한다. 4.1.7 황산(1 + 4)",1,L
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,"용해성 전분 (starch) 2 g, 살리실산 (salicylic acid, C7H6O3, 분자량: 138.12) 0.2 g을","4.1.8 전분 지시약 용해성 전분 (starch) 2 g, 살리실산 (salicylic acid, C7H6O3, 분자량: 138.12) 0.2 g을 정제수 10 mL에 녹여 혼화하고, 이를 90 ℃ 이상의 정제수 100 mL에 넣고 1분간 끓",2,g
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,500 mL 삼각플라스크에 정제수 약 100 mL를 넣고 요오드포타슘 (KI) 2 g을 녹인 후,"4.1.9.1 표정 500 mL 삼각플라스크에 정제수 약 100 mL를 넣고 요오드포타슘 (KI) 2 g을 녹인 후 아이오딘수소포타슘(0.005 N) 20 mL, 황산(1 + 4) 10 mL를 각각 넣은 다음 암소에서",500,mL
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,"아이오딘수소포타슘(0.005 N) 20 mL, 황산(1 + 4) 10 mL를 각각 넣은 다음 암소에서","500 mL 삼각플라스크에 정제수 약 100 mL를 넣고 요오드포타슘 (KI) 2 g을 녹인 후 아이오딘수소포타슘(0.005 N) 20 mL, 황산(1 + 4) 10 mL를 각각 넣은 다음 암소에서 5분간 방치한다. 정제수를 넣어 300 mL로 한다. 산화페닐아신(0.00564 N)로 연한 황색",20,mL
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,아신(0.00564 N)으로 무색이 될 때까지 적정한다. 반복 표정 시 차이가 0.05 mL 이하,이 될 때까지 적정한 다음 전분 지시약을 넣어 청색으로 발색시킨 후 계속 산화페닐 아신(0.00564 N)으로 무색이 될 때까지 적정한다. 반복 표정 시 차이가 0.05 mL 이하 -  4  -,0.05,mL
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,"진 250 mL 삼각플라스크에 넣는다. 염산용액(25 %) 5 mL, 요오드화포타슘 3 g을 넣고","(총 잔류염소 농도 표정) 총 잔류염소 표준용액 10 mL를 취하여 정제수 60 mL가 담겨 진 250 mL 삼각플라스크에 넣는다. 염산용액(25 %) 5 mL, 요오드화포타슘 3 g을 넣고 밀봉하여 흔들어 섞은 다음 어두운 곳에 약 5분간 방치한다. 티오황산소듐용액(0.1 M)",250,mL
ES 04309.2c 잔류염소 - 전류 적정법.pdf,ES 04309,"진 250 mL 삼각플라스크에 넣는다. 염산용액(25 %) 5 mL, 요오드화포타슘 3 g을 넣고","(총 잔류염소 농도 표정) 총 잔류염소 표준용액 10 mL를 취하여 정제수 60 mL가 담겨 진 250 mL 삼각플라스크에 넣는다. 염산용액(25 %) 5 mL, 요오드화포타슘 3 g을 넣고 밀봉하여 흔들어 섞은 다음 어두운 곳에 약 5분간 방치한다. 티오황산소듐용액(0.1 M)",5,mL
